# BEAST v1.6.1, Build r3651
# Generated Tue Dec 29 21:18:10 EST 2015 [seed=1451441849281]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(South America)	constant.popSize	CP1.kappa	CP2.kappa	CP3.kappa	CP1.alpha	CP2.alpha	CP3.alpha	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.treeLikelihood	CP2.treeLikelihood	CP3.treeLikelihood	coalescent
0	-15504.043228446357	-598.1724280660825	-14905.870800380275	1802.4873105753302	1525.0790850976425	690.0	2.0	2.0	2.0	0.5	0.5	0.5	1.0	1.0	1.0	1.9E-4	-1998.5408990193112	-1123.7457828309798	-11783.584118529985	-587.6854875352434
100	-13741.687828983548	-662.6231777238823	-13079.064651259665	2303.1334857413235	1693.5760892980684	884.9037218109518	2.0	2.0	2.666602878870198	0.5	0.5	0.5	1.0	0.8592020840210024	1.1407979159789976	2.531773779724588E-4	-1903.4027039576197	-1103.817688959042	-10071.844258343002	-651.3430253918011
200	-12892.804133926	-726.1156538512415	-12166.688480074758	2154.2659021257114	1956.87234038818	1057.3321716457726	2.0	2.0	2.666602878870198	0.5	0.5	0.4378798730934167	1.0	0.30625287950691593	1.693747120493084	2.0487887398379167E-4	-1830.3847433702715	-1021.562370441912	-9314.741366262573	-714.8689359467294
300	-12576.692528121912	-773.4956969448912	-11803.196831177022	2679.026728065693	2408.14563709449	1236.5797145628637	2.0	2.0	2.666602878870198	0.5	0.5	0.4378798730934167	1.0	0.30625287950691593	1.693747120493084	2.1430643843579244E-4	-1823.6457235172963	-1017.136740651064	-8962.414367008661	-762.0474356613929
400	-12124.063814994974	-737.0844570528311	-11386.979357942142	2433.059761534639	1724.9450339394677	1322.6721715017964	2.0	2.0	2.666602878870198	0.5	0.5	0.4378798730934167	1.0	0.09361858132644221	1.9063814186735577	2.746053397545555E-4	-1802.3578802896598	-980.6992354915956	-8603.922242160887	-725.3212108555044
500	-11750.551250443481	-691.2497496479913	-11059.30150079549	2053.1341852326773	1367.871954943346	1956.934675389085	2.0	2.0	2.666602878870198	0.4005808593234883	0.5	0.4378798730934167	0.32391085642173456	0.09361858132644221	2.582470562251823	2.746053397545555E-4	-1701.1247869627282	-963.4324084861385	-8394.744305346621	-679.0947782054503
600	-11317.926479522963	-659.4936420908488	-10658.432837432114	2053.1341852326773	1367.871954943346	3743.168524347568	2.0	2.0	2.666602878870198	0.4005808593234883	0.5	0.4378798730934167	0.32391085642173456	0.09361858132644221	2.582470562251823	2.6676510723434567E-4	-1648.3199846773734	-912.689101008816	-8097.423751745925	-646.7190549615447
700	-11132.451062212333	-659.7940433063253	-10472.657018906008	2012.2271557993292	1367.871954943346	3717.8853339476536	2.0	2.0	2.666602878870198	0.4005808593234883	0.5	0.4378798730934167	0.3652783743177882	0.09361858132644221	2.5411030443557694	2.3717222641063195E-4	-1634.307896067766	-904.8556424546337	-7933.493480383608	-647.1436979804782
800	-10886.376619835744	-699.8629106636512	-10186.513709172094	3219.5948582265487	2021.4449452867211	5305.211675512003	2.0	2.0	2.666602878870198	0.4005808593234883	0.5	0.4378798730934167	0.3652783743177882	0.09361858132644221	2.5411030443557694	1.5152308794668298E-4	-1596.910503475	-874.8630899347005	-7714.740115762393	-687.3046313124339
900	-10594.108138534248	-722.7202195660416	-9871.387918968207	4162.912370054554	2639.6072073416285	7632.953450938572	2.0	2.0	2.666602878870198	0.4005808593234883	0.5	0.4378798730934167	0.3652783743177882	0.09361858132644221	2.5411030443557694	1.075138486982548E-4	-1560.208674029661	-851.084885078731	-7460.094359859814	-710.1409303031465
1000	-10503.28921965119	-725.5274475987242	-9777.761772052465	4828.115866055881	2707.4648832115236	10983.134423287547	2.0	2.0	2.666602878870198	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.39909243845981623	0.09361858132644221	2.5072889802137412	7.913502038086784E-5	-1547.7920814898073	-843.403794478935	-7386.565896083723	-712.8904300445514
1100	-10429.891695642134	-733.6058317306602	-9696.285863911475	5178.764186684238	2799.8966903624178	8308.353553145413	2.0	2.0	2.666602878870198	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.39909243845981623	0.09361858132644221	2.5072889802137412	7.435087269265065E-5	-1527.0532229349885	-831.9464019687314	-7337.286239007755	-721.3102113241251
1200	-10299.59582286315	-720.9800489726183	-9578.615773890531	5348.040000596043	2419.9070269395133	9145.81371595621	2.0	2.0	2.666602878870198	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.39909243845981623	0.09361858132644221	2.5072889802137412	8.377754075617392E-5	-1514.8295650576988	-812.4779657463148	-7251.308243086519	-708.4691435788184
1300	-9810.855938529223	-724.3185526303862	-9086.537385898837	5348.040000596043	2419.9070269395133	8964.23488038412	2.0	2.0	2.7734658792537066	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.6297067379606164	0.09361858132644221	2.276674680712941	7.902660028160441E-5	-1473.3047782132683	-774.5845029360796	-6838.648104749489	-711.8467190323538
1400	-9536.488095576244	-748.7260410407538	-8787.76205453549	6923.007679519352	3132.5560260128864	10018.436014773213	2.0	2.0	3.055865661020945	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.5046689080218969	0.09361858132644221	2.4017125106516604	5.191104680610124E-5	-1421.5564558154767	-752.3068559221452	-6613.898742797867	-736.4616347799144
1500	-9154.887561194708	-750.9826857714849	-8403.904875423223	6891.127208540244	3203.678977904709	14876.570770425975	2.0	2.0	4.648968621538661	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.6256011219607533	0.09361858132644221	2.280780296712804	5.07586008494033E-5	-1395.070857806949	-734.2382047004705	-6274.595812915803	-737.8379935126782
1600	-9015.569448077924	-758.8783545473526	-8256.691093530571	5241.8056395079475	3384.5960777465452	14876.570770425975	2.0	2.0	4.648968621538661	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.6256011219607533	0.09361858132644221	2.280780296712804	3.862884089682198E-5	-1368.2917341855707	-725.8755466233134	-6162.523812721686	-746.0064711262276
1700	-8815.67772399747	-758.8222795293825	-8056.855444468088	5150.10307034607	3308.41511905341	15766.986333105906	2.0	2.0	5.7625914739376665	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.6256011219607533	0.09361858132644221	2.280780296712804	3.951832484210345E-5	-1350.0094018497027	-722.8339459547869	-5984.012096663598	-745.5662706703173
1800	-8714.458011099974	-758.9895168557107	-7955.468494244263	5433.240611025927	3308.41511905341	15766.986333105906	2.0	2.0	5.7625914739376665	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.6246540967739816	0.09361858132644221	2.281727321899576	3.951832484210345E-5	-1342.5399184305625	-722.4557765700574	-5890.472799243643	-745.7335079966455
1900	-8520.841302247589	-746.8266714969083	-7774.014630750681	4398.614861881409	2363.586408746523	15102.493206022793	2.0	2.0	5.7625914739376665	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.6341147642652385	0.09361858132644221	2.272266654408319	4.855041136390316E-5	-1313.6699639043898	-715.9136235458038	-5744.4310433004875	-733.4080887219591
2000	-8476.154000382101	-746.7406508151591	-7729.413349566942	5099.167526594723	2363.586408746523	14648.550174823287	2.0	2.0	5.7625914739376665	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.4028096750987153	0.09361858132644221	2.5035717435748426	4.855041136390316E-5	-1304.6869793925873	-712.5056417349365	-5712.220728439418	-733.3525865169929
2100	-8396.929994516595	-745.0707595847158	-7651.859234931879	5099.167526594723	2113.7102607696247	11029.238617698797	2.0	2.0	5.7625914739376665	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.4028096750987153	0.09361858132644221	2.5035717435748426	4.5221284218257686E-5	-1290.8270539992998	-712.7647122954917	-5648.267468637087	-732.0374506208051
2200	-8262.151399318	-737.4154648557609	-7524.735934462238	4645.185768288291	1971.3143614621597	10011.093327810502	2.0	2.0	5.7625914739376665	0.34709259289614874	0.37923766508647305	0.4378798730934167	0.4028096750987153	0.09361858132644221	2.5035717435748426	4.848779795142053E-5	-1268.0377718656773	-712.4927022581765	-5544.205460338384	-724.4093373126741
2300	-8150.085235344258	-737.6123842732329	-7412.472851071025	5488.832140713996	1971.3143614621597	9467.772691108674	2.0	2.0	6.127829408931833	0.34709259289614874	0.37923766508647305	0.4523969828484975	0.44460390496614527	0.09361858132644221	2.4617775137074127	4.926570976905192E-5	-1259.2152866896276	-713.1267031429084	-5440.130861238488	-724.5539427073712
2400	-8098.899882369939	-737.2522987739127	-7361.647583596026	5210.5462999675465	1214.0650905758623	11848.925406782555	2.0	2.210926862323997	6.127829408931833	0.34709259289614874	0.37923766508647305	0.4523969828484975	0.44460390496614527	0.09361858132644221	2.4617775137074127	4.2780782864186746E-5	-1247.0766933727086	-710.0217578985684	-5404.549132324749	-724.0267208226478
2500	-7951.934475985454	-735.9094367424075	-7216.025039243046	5032.255304101974	1165.3684487444916	11848.925406782555	2.0	2.210926862323997	6.127829408931833	0.34709259289614874	0.37923766508647305	0.4523969828484975	0.44460390496614527	0.09361858132644221	2.4617775137074127	4.2780782864186746E-5	-1241.7560270230508	-692.5419473873799	-5281.727064832616	-722.6838587911426
2600	-7908.476926072155	-736.4638906967903	-7172.013035375365	4594.163906376437	1165.3684487444916	10035.047037374505	2.3413978435988954	2.210926862323997	6.127829408931833	0.34709259289614874	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	4.3485339972929143E-5	-1225.4223080385027	-690.3626556180519	-5256.22807171881	-723.2535491945044
2700	-7796.055438434295	-728.6387589368431	-7067.416679497452	3964.6911339148824	977.2008428415745	10035.047037374505	2.3413978435988954	2.210926862323997	6.127829408931833	0.34709259289614874	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	4.8526702936085915E-5	-1206.5007483183313	-687.7126899945753	-5173.203241184545	-715.3188367666121
2800	-7767.52628739771	-726.5608117531572	-7040.9654756445525	3028.954300688593	932.221498796635	10035.047037374505	2.3413978435988954	2.9804561609683344	6.127829408931833	0.34709259289614874	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	5.08680984837603E-5	-1204.7064412627878	-678.4576356767415	-5157.8013987050235	-712.9060946038575
2900	-7735.940048679148	-728.5851858757662	-7007.354862803382	3327.8106810574654	930.4886068770254	8731.070401676792	2.3413978435988954	2.9804561609683344	6.127829408931833	0.34709259289614874	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	5.471355124247931E-5	-1205.9229962531442	-678.3732019635708	-5123.058664586668	-714.9968618553702
3000	-7706.392765948043	-727.7063959629401	-6978.686369985103	3327.8106810574654	930.4886068770254	8731.070401676792	2.3413978435988954	2.9804561609683344	6.127829408931833	0.34709259289614874	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	4.6046155757948036E-5	-1203.4273496406154	-676.5778353919202	-5098.6811849525675	-714.290366620867
3100	-7671.223782052513	-729.068513254726	-6942.155268797787	4163.2923197420205	930.4886068770254	8731.070401676792	2.3413978435988954	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	4.6046155757948036E-5	-1201.6269849608195	-673.9246298372683	-5066.603653999699	-715.4227716775086
3200	-7528.158507730356	-722.8983528335483	-6805.260154896808	4019.099778632835	958.4185419205825	9035.208891964166	2.3413978435988954	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	4.817345621425477E-5	-1189.5700579278293	-667.8242959925608	-4947.865800976418	-709.1732514592811
3300	-7495.743797313838	-728.8848036864263	-6766.858993627411	3804.208749309153	1025.840648536595	11080.961074143663	2.3413978435988954	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	4.247627777188289E-5	-1183.5041760934205	-663.1959531552375	-4920.158864378754	-715.0813395008136
3400	-7472.49657061685	-728.2577718560646	-6744.238798760785	3739.102382926606	1025.840648536595	9586.93715539576	2.3413978435988954	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	4.247627777188289E-5	-1183.73073608996	-661.2083094847886	-4899.299753186037	-714.5991346286693
3500	-7443.911907300557	-728.6155250793876	-6715.29638222117	3739.102382926606	1025.840648536595	9586.93715539576	3.225347346592081	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.41973360802003257	0.11848887827255494	2.4617775137074127	4.547143168349545E-5	-1172.2146927754902	-660.8618692222647	-4882.219820223415	-714.5662917455438
3600	-7439.11795218574	-729.5080005586982	-6709.609951627042	3707.286776500686	1021.6990519130873	9227.656979976378	3.225347346592081	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.39343484504458764	0.11848887827255494	2.488076276682858	4.565575634110748E-5	-1171.5940195074081	-660.9145573874359	-4877.101374732199	-715.4929221183252
3700	-7400.714851172733	-730.4057573378748	-6670.309093834858	3707.286776500686	1056.688451303937	10342.282289739725	3.225347346592081	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.39343484504458764	0.11848887827255494	2.488076276682858	4.565575634110748E-5	-1166.4103193806727	-656.2734208811745	-4847.625353573011	-716.2766434963979
3800	-7277.487973394883	-730.9271034181401	-6546.560869976743	3707.286776500686	1056.688451303937	10342.282289739725	3.225347346592081	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.39343484504458764	0.11848887827255494	2.488076276682858	4.522219136679829E-5	-1150.8502435729763	-640.6154163613418	-4755.095210042425	-716.8075218059041
3900	-7220.5234628403305	-724.5707877051022	-6495.952675135229	3298.895543232613	1186.16561327744	9025.121763459609	3.642002892034584	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.42646482548672693	0.11848887827255494	2.4550462962407185	4.758252387959831E-5	-1144.8379836593506	-637.2749595196301	-4713.839731956248	-710.3970920380905
4000	-7118.473369176775	-723.5901933841171	-6394.883175792658	3105.4915239702214	1186.16561327744	9327.184150062842	3.642002892034584	3.6560760035147086	6.127829408931833	0.35156886188894265	0.37923766508647305	0.4523969828484975	0.42646482548672693	0.11848887827255494	2.4550462962407185	3.815797214761183E-5	-1133.3978552860892	-626.8268007044973	-4634.658519802071	-709.6040866723528
4100	-7046.196621856505	-725.2280558072107	-6320.968566049294	3248.930187057546	1186.16561327744	8807.649494683652	3.642002892034584	3.6560760035147086	6.127829408931833	0.2638715369898095	0.37923766508647305	0.4523969828484975	0.5686590733466388	0.11848887827255494	2.3128520483808064	3.625414837532221E-5	-1120.9297054113306	-626.5397463661782	-4573.499114271785	-711.3503913668036
4200	-7015.602245977844	-725.4596814872006	-6290.142564490644	3248.930187057546	1186.16561327744	8807.649494683652	3.642002892034584	3.6560760035147086	6.127829408931833	0.2638715369898095	0.37923766508647305	0.48989650943523255	0.5574247955979729	0.1297231560212208	2.3128520483808064	3.625414837532221E-5	-1123.2080652198879	-625.4531169699372	-4541.481382300819	-711.5820170467935
4300	-6929.082834338366	-727.3885923670908	-6201.694241971276	3248.930187057546	1186.16561327744	10473.083605153437	3.642002892034584	3.6560760035147086	11.900113014616021	0.2638715369898095	0.37923766508647305	0.48989650943523255	0.5574247955979729	0.1297231560212208	2.3128520483808064	3.717515885832999E-5	-1114.737062338486	-625.606408057859	-4461.350771574931	-712.1627360262391
4400	-6834.586706982333	-739.5283533592035	-6095.05835362313	4278.321131699197	1420.4277008625477	10343.17489199066	3.642002892034584	3.6560760035147086	11.900113014616021	0.2638715369898095	0.37923766508647305	0.48989650943523255	0.5574247955979729	0.1069110593150976	2.3356641450869295	3.244426409630469E-5	-1106.2623681001703	-625.3562027641782	-4363.439782758781	-724.4509596335529
4500	-6785.916597327309	-738.9663945005842	-6046.950202826725	4776.387752642962	1755.6911761569822	10600.243020521071	3.642002892034584	3.6560760035147086	11.900113014616021	0.2638715369898095	0.37923766508647305	0.48989650943523255	0.524042125732243	0.1069110593150976	2.369046814952659	3.351757987299725E-5	-1092.916583304568	-624.3390317305073	-4329.69458779165	-723.8319368571405
4600	-6766.830559644879	-741.2822097841886	-6025.54834986069	4034.072899792867	1755.6911761569822	10664.63553777189	3.642002892034584	3.6560760035147086	11.900113014616021	0.2638715369898095	0.37923766508647305	0.48989650943523255	0.5297376025465212	0.1069110593150976	2.3633513381383806	3.351757987299725E-5	-1089.3256002703959	-621.8542194925203	-4314.368530097774	-726.1416958903984
4700	-6724.746628171844	-725.5509079862281	-5999.195720185617	3731.6034047716403	1410.4076950981319	10896.19280314642	3.642002892034584	3.6560760035147086	11.900113014616021	0.2638715369898095	0.37923766508647305	0.48989650943523255	0.48108302557386046	0.1069110593150976	2.4120059151110413	4.172305598847699E-5	-1084.9477769037646	-619.7884703646637	-4294.459472917189	-710.1701489976971
4800	-6709.136030842284	-725.0734901013408	-5984.0625407409425	3973.581388383905	1410.4076950981319	10122.088751980586	3.642002892034584	3.6560760035147086	11.900113014616021	0.2414551845065777	0.37923766508647305	0.544336836857103	0.48108302557386046	0.1069110593150976	2.4120059151110413	3.6244816062077425E-5	-1083.7324733417183	-619.9070827071412	-4280.4229846920825	-709.9070412754265
4900	-6696.602745435589	-722.8171797168953	-5973.785565718694	2951.890207161532	1120.9867236131931	7130.794096833898	4.204333250426886	3.6560760035147086	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.48108302557386046	0.1069110593150976	2.4120059151110413	4.41295564894413E-5	-1075.9579912023612	-618.5133159706623	-4279.314258545671	-707.6273311120475
5000	-6627.461685779434	-721.7887578766455	-5905.672927902789	3479.5764321365436	1873.0317087490944	9922.79789734386	4.204333250426886	3.6560760035147086	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.48108302557386046	0.1069110593150976	2.4120059151110413	4.4734325222846655E-5	-1063.9265028132038	-615.9211485034107	-4225.825276586174	-706.2548992212792
5100	-6593.52671177314	-721.6972785525592	-5871.8294332205805	3854.990678087602	1873.0317087490944	10305.897726925754	4.204333250426886	3.6560760035147086	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.48108302557386046	0.1069110593150976	2.4120059151110413	4.4734325222846655E-5	-1062.6896843995596	-614.5424267726434	-4194.5973220483775	-706.1255384986124
5200	-6591.170744960843	-722.1097401006622	-5869.061004860181	3979.2314857200795	1873.0317087490944	10198.174907258275	4.204333250426886	3.6560760035147086	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.3415620657425247	0.1069110593150976	2.5515268749423767	4.4734325222846655E-5	-1063.3107209110237	-616.2966384780593	-4189.453645471098	-706.548507599309
5300	-6586.072674118163	-721.813684768381	-5864.2589893497825	3610.3652868912864	1925.7596826741349	9559.768844985936	4.204333250426886	3.6560760035147086	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.3415620657425247	0.1069110593150976	2.5515268749423767	4.3509483745934463E-5	-1062.6030356942033	-616.0158886595373	-4185.640064996042	-706.3448319098486
5400	-6553.520133015086	-722.3909120213381	-5831.129220993747	4366.715763021344	1925.7596826741349	9559.768844985936	4.204333250426886	3.6560760035147086	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.3415620657425247	0.1069110593150976	2.5515268749423767	4.1497707618200776E-5	-1064.6812889043556	-613.1441138025586	-4153.303818286833	-706.9693525679585
5500	-6491.226355531599	-721.7933306056135	-5769.433024925986	5908.529792142377	1925.7596826741349	9947.192245308455	4.4911442867664055	3.6560760035147086	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.3415620657425247	0.1069110593150976	2.5515268749423767	3.868074509804595E-5	-1055.9456234090246	-611.2378589761337	-4102.249542540827	-706.3164657199185
5600	-6472.502747201983	-720.3208729780547	-5752.181874223928	6012.690094113678	1925.7596826741349	7776.043880766124	4.4911442867664055	3.6560760035147086	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.3415620657425247	0.1069110593150976	2.5515268749423767	3.921250133108927E-5	-1054.0026739819575	-611.1183365002356	-4087.060863741735	-705.0766106862761
5700	-6463.2011087086985	-718.6523951113243	-5744.548713597374	5903.515718378399	1925.7596826741349	8637.31006974062	4.4911442867664055	3.6560760035147086	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.3415620657425247	0.1069110593150976	2.5515268749423767	3.67550806051962E-5	-1051.232538022572	-612.8330732945957	-4080.4831022802073	-703.3677437568822
5800	-6460.9075395797845	-728.5070962861168	-5732.400443293668	7022.007700660633	2023.6213599360167	8193.41817323533	4.4911442867664055	4.457540366370651	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.3415620657425247	0.08380390605906607	2.574634028198408	3.36179134018271E-5	-1053.7494236972734	-613.5101698763726	-4065.140849720022	-713.115957177109
5900	-6459.878873914629	-727.3893629413656	-5732.489510973264	7742.006723885891	1991.724444280262	10041.36841959045	4.4911442867664055	4.457540366370651	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.3415620657425247	0.08380390605906607	2.574634028198408	3.393980386196716E-5	-1055.1007976160552	-613.6534040309122	-4063.7353093262973	-711.7853217109066
6000	-6448.448055359307	-729.4872727757518	-5718.960782583555	7742.006723885891	1991.724444280262	10041.36841959045	4.4911442867664055	4.457540366370651	11.900113014616021	0.1714882619894977	0.37923766508647305	0.544336836857103	0.3415620657425247	0.11398072699710181	2.5444572072603724	3.393980386196716E-5	-1052.8075510564272	-613.4148083108253	-4052.738423216302	-713.8832315452928
